id,Ta,TaTa,TaTaTa,TaTaTi,TaTaTigitigi,TaTaTimgi,TaTaTimgiri,TaTaTiti,TaTaTitigi,TaTaTriole,TaTaiti,TaTano,TaTao,TaTi,TaTimgiTa,TaTimgiTimgi,TaTimgiTiti,TaTiti,TaTitiTa,TaTitiTi,TaTitiTiti,TaTitigiTigitigi,TaTrioleTa,Tai,Taiti,TaitiTa,TaitiTimgi,TaitiTiti,TaitigiTigitigi,Tanogi,Tao,TaoTa,TaoTigitigi,TaoTimgi,TaoTimgiri,TaoTiti,TaoTriole,Taoa,Taono,TigimTi,TigimTitiTiti,Tigimgim,Tigitigi,TigitigiTa,TigitigiTaTa,TigitigiTi,TigitigiTigitigi,TigitigiTigitigiTigitigi,TigitigiTiti,Timgi,TimgiTa,TimgiTaTa,TimgiTaTigitigi,TimgiTaTimgi,TimgiTaTiti,TimgiTaiti,TimgiTi,TimgiTimgiTimgi,TimgiTiti,TimgiTitiTiti,Timgiri,TimgiriTa,TimgiriTiti,TinotigiTigitigi,Titi,TitiTa,TitiTaTa,TitiTaTi,TitiTaTimgi,TitiTaTiti,TitiTao,TitiTi,TitiTiti,TitiTitiTa,TitiTitiTi,TitiTitiTimgi,TitiTitiTiti,TitiTitino,TitigiTa,TitigiTi,TitigiTigitigi,TitigiTiti,TitigiTitigi,Triole,no,nogiTimgi,nogiTiti
211,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,0.1875,,,,,,,,,,,,,,,,,,0.0625,,,,,,,0.0625,,,0.0625,0.4375,,0.0625,,,,,,,,,,,,,,,,0.0625,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,
213,0.0625,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,0.0625,,,,,,,,,,,0.0625,,,,,,,,0.125,,,,,,,,,,
214,0.125,0.0625,0.125,,,,,,0.0625,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.0625,,,,,,,,,,
215,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.0625,,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,
216,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.1875,,,,0.125,,,,,,,,,,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.0625,,,0.0625,,,,,,,,,,,,,,,,,,0.1875,,0.0625,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,
218,,,1.0,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.0625,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.0625,,,,,,,,,,
219,,,0.375,,,,,0.125,,,,,,,,,,,,,0.125,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.25,,,,,,,,,,
220,,0.125,0.4375,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,0.0625,0.125,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
221,,0.375,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,0.125,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,
223,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.125,,,,,,,,,,
224,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,0.125,,,,,0.1875,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.3125,,,,,,,,,,
225,,,0.375,,,,,0.0625,,,0.0625,,,,,,,,,,,,,0.0625,,,,0.0625,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.25,,,,,,,,,,
226,,,0.375,,,0.125,,,,,,,0.1875,,,,,,,,,,,,,,,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.0625,,,,,,,,,,
227,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,0.125,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.1875,,,,,,,,,,
228,,,0.4375,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,0.0625,,,,,,,,0.0625,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.0625,,,,,,,,,,
229,0.125,,2.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.25,0.0625,,1.3125,,0.125,,0.0625,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,0.6875,,,,,,,,,,
230,0.0625,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,0.3125,,,,,,,,,,,,,,
231,0.0625,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
233,0.125,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,
234,0.0625,0.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,
235,0.0625,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.125,,,,,,,0.5,,,,,,,,,,,,,,
236,0.125,0.0625,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,,,,,,,,,,,,
237,0.125,0.1875,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,0.125,,,,,,,,,,,,,,
238,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,
239,,0.5625,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,0.3125,,,,,,,,,,,,,,
240,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,
241,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,
242,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,0.3125,,,,,,,,,,,,,,
243,,,0.1875,,,,,,,,,,0.1875,,,,,,,,0.9375,,,,,0.125,,,,,0.0625,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.125,,,,,,,,,,,,,,,,,0.0625,,,0.0625,,,0.125,,,,,,,,,,,,,,,,,,,0.25,0.625,,,,,,,,,,
245,0.0625,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,
246,0.125,0.1875,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5625,,,,,,,,,,,,,,
247,0.0625,,,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.5,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.0625,,,,0.25,,,0.5625,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,,,,,,,,0.0625,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,0.0625,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.0625,,,0.125,0.25,,,,,,,,,,,,,,,,
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.1875,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.125,,,,,,,0.0625,,,,,,,,,,
252,,,0.3125,,,,,,,,,,0.0625,,,,,,,,0.125,,,,,,,,,,0.125,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,
253,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.875,,,,,,,,,,
254,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.8125,,,,,,,,,,
255,0.125,0.25,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5625,,,,,,,,,,,,,,
256,0.1875,0.125,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,
258,0.125,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,0.125,,,,,,,,,,,,,,
259,0.0625,,,,,,,,,,,,,0.125,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,0.0625,,
260,,,0.8125,,,0.0625,,,,,,,,,,,,,,,,,,,,,,0.25,,,0.0625,0.375,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
261,,,0.125,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.25,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,,0.375,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.125,,,,,,,,,,
264,,,1.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,
266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,
267,,,0.9375,,,,,,,,,,0.125,,,,,,,,0.125,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,
268,,,0.1875,,,,,,,,,,,,,,,,0.25,,0.4375,,,,,,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.375,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.75,,,,,,,,,,
271,,,,,,,,,,,,,0.375,,,,,,0.5,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,0.5625,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,0.0625,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.125,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,
276,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,0.125,,,,,,,,,,
277,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,,0.0625,,,,,,,,,,
278,,0.5,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,
279,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.125,,,,,,,,,,,,,,0.1875,,,,,,,0.0625,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.125,,,,,,0.0625,0.25,,,,,,0.0625,0.0625,0.0625,0.3125,,,,,
282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.125,,0.0625,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,0.0625,0.0625,,,,,
283,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,0.0625,,0.0625,,0.125,,,,
284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,
285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.125,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,0.125,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,0.125,,,0.0625,,,,,
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.125,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,0.5,,,,,,0.125,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,0.0625,,0.1875,0.125,,,,
290,,,,,,,,0.1875,,,,,,,,,,,,,,,,,,,,0.0625,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.5625,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,0.0625,,,0.6875,,,,,,,,,,
292,,,0.1875,,,,,0.1875,,,,,,,,,0.0625,,0.0625,,0.25,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.0625,,
293,,,0.5,,,,,,,,,,,,,,0.375,,,,0.0625,,,,,,,,,,,,,,,,,,,,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,0.0625,,0.125
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1875,,,,,,,,0.0625,,0.1875
295,,,0.125,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5625,,,,,,,,0.0625,0.0625,
296,,,,,,,,0.9375,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.375,,,,,,,,,,
297,,,0.6875,,,,,,,,,,,,,,,,,,,,,0.0625,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.8125,,,,,,,,,,
299,,,,,,,,0.1875,,,,,,,,,,,,,0.0625,,,0.0625,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,0.0625,,,,,0.4375,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,0.75,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,0.0625,,
302,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.625,,,,,,,,,,
303,,,0.375,,,,,,,,,,,,,,,,0.25,,0.3125,,,0.0625,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,0.0625,,,,,,,,,,,,,,,
304,,,0.3125,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,1.0625,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,
305,,,0.25,,,,,,,,,,,,,,,,,,,,0.4375,,,,,,,,0.125,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0625,,,,,,,,,,
306,,,0.5,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.625,,,,,,,,,,
307,,,0.0625,,,,,,,,,,,,,,,,0.3125,,0.1875,,,,,,,0.1875,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,
308,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.0625,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,
309,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,,0.4375,,0.25,,,0.125,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,
312,0.0625,,0.1875,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.0625,,,,,0.0625,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,1.125,,,,,,,,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,,,0.125,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,,,,,,,,,,
315,,,0.1875,,,,,0.0625,,,,,,,,,,,0.0625,,,,,,,,,,,,0.0625,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.4375,,,,,,,,,,
316,,,0.4375,,,,,,,,,,,,,,,,0.1875,0.5,0.0625,,,,,,,,,,0.0625,,,,,0.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,0.0625,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.0625,,,,,,,,,,
318,,,0.1875,,,,,0.125,,,,0.6875,,,,,,,,,,,,,,,,,,,0.0625,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.125,,,,,,,,,,
319,,,0.0625,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,0.0625,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0625,,,,,,,,0.0625,,0.125
321,,,,,,,,0.25,,,,,,,,,,,0.375,,0.125,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.125,,,,,,,,,,
