rel_paths	fnames	last_mc	last_mn	KeySig	TimeSig	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	musescore	ambitus	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
MS3	D779walzer32	26	24	1: 0	1: 3/4	0	F. Schubert	Walzer nr. 32								2019-11-03	Apple Macintosh			3.3.0	43-91 (G2-G6)		67-91 (G4-G6)	Piano	43-69 (G2-A4)	Piano
MS3	D779walzer33	18	16	1: -4	1: 3/4	0	F. Schubert	Walzer nr. 33								2019-11-03	Apple Macintosh			3.3.0	39-85 (Eb2-Db6)		63-85 (Eb4-Db6)	Piano	39-73 (Eb2-Db5)	Piano
MS3	D779walzer34	18	16	1: -4	1: 3/4	0	F. Schubert	Walzer nr. 34								2019-11-03	Apple Macintosh			3.3.0	36-80 (C2-Ab5)		56-80 (Ab3-Ab5)	Piano	36-58 (C2-Bb3)	Piano
MS3	D781ecossaise01	16	16	1: -6	1: 2/4	0										2019-08-09	Linux			3.3.0	30-71 (Gb1-Cb5)	xml	58-71 (Bb3-Cb5)	Midi_1	30-54 (Gb1-Gb3)	Midi_1
MS3	D781ecossaise02	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise No 2							Public Domain (PianoXML typeset) | 11 Ecossaise D.781 (1823)	2017-05-05	Apple Macintosh			3.3.0	42-95 (F#2-B6)		69-95 (A4-B6)	Piano	42-64 (F#2-E4)	Piano
MS3	D781ecossaise03	18	16	1: -6	1: 2/4	0										2019-08-09	Linux			3.3.0	37-90 (Db2-Gb6)	xml	58-90 (Bb3-Gb6)	Midi_1	37-68 (Db2-Ab4)	Midi_1
MS3	D781ecossaise04	16	16	1: -3	1: 2/4	0										2019-08-09	Linux			3.3.0	39-89 (Eb2-F6)	xml	58-89 (Bb3-F6)	Midi_1	39-68 (Eb2-Ab4)	Midi_1
MS3	D781ecossaise05	16	16	1: -4	1: 2/4	0										2019-08-09	Linux			3.3.0	29-89 (F1-F6)	xml	60-89 (C4-F6)	Midi_1	29-61 (F1-Db4)	Midi_1
MS3	D781ecossaise06	16	16	1: -6	1: 2/4	0										2019-08-09	Linux			3.3.0	30-85 (Gb1-Db6)	xml	63-85 (Eb4-Db6)	Midi_1	30-58 (Gb1-Bb3)	Midi_1
MS3	D781ecossaise07	19	16	1: 2	1: 2/4	0										2019-08-09	Linux			3.3.0	35-95 (B1-B6)	xml	66-95 (F#4-B6)	Midi_1	35-66 (B1-F#4)	Midi_1
MS3	D781ecossaise08	18	16	1: 2	1: 2/4	0										2019-08-09	Linux			3.3.0	33-90 (A1-F#6)	xml	66-90 (F#4-F#6)	Midi_1	33-64 (A1-E4)	Midi_1
MS3	D781ecossaise09	16	16	1: 5	1: 2/4	0										2019-08-09	Linux			3.3.0	39-83 (D#2-B5)	xml	63-83 (D#4-B5)	Midi_1	39-64 (D#2-E4)	Midi_1
MS3	D781ecossaise10	16	16	1: 5	1: 2/4	0										2019-08-09	Linux			3.3.0	35-92 (B1-G#6)	xml	71-92 (B4-G#6)	Midi_1	35-69 (B1-A4)	Midi_1
MS3	D781ecossaise11	16	16	1: 2	1: 2/4	0										2019-08-09	Linux			3.3.0	30-93 (F#1-A6)	xml	59-93 (B3-A6)	Midi_1	30-57 (F#1-A3)	Midi_1
MS3	D782ecossaise01	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise								2019-10-11	Linux			3.3.0	33-81 (A1-A5)		62-81 (D4-A5)	Piano	33-67 (A1-G4)	Piano
MS3	D783deutscher01	25	24	1: 3	1: 3/4	0	"Franz Schubert

"	Deutscher			Opus 33, D 783									3.3.0	29-86 (E#1-D6)		57-86 (A3-D6)	Piano (2)	29-62 (E#1-D4)	Piano (2)
MS3	D783deutscher02	18	16	1: 2	1: 3/4	0	Franz Schubert	German Dance							Public Domain (PianoXML typeset)	2018-12-30	Linux	http://musescore.com/user/9292486/scores/5373072		3.3.0	45-78 (A2-F#5)		57-78 (A3-F#5)	Piano	45-57 (A2-A3)	Piano
MS3	D783deutscher03	18	16	1: -2	1: 3/4	0										2019-08-09	Linux			3.3.0	29-89 (F1-F6)	xml	62-89 (D4-F6)	Instrument 1	29-60 (F1-C4)	Instrument 1
MS3	D783deutscher04	18	16	1: 1	1: 3/4	0										2019-08-09	Linux			3.3.0	36-95 (C2-B6)	xml	62-95 (D4-B6)	Instrument 1	36-79 (C2-G5)	Instrument 1
MS3	D783deutscher05	18	16	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	42-86 (F#2-D6)	xml	62-86 (D4-D6)	Instrument 1	42-71 (F#2-B4)	Instrument 1
MS3	D783deutscher06	18	16	1: -2	1: 3/4	0										2019-08-09	Linux			3.3.0	34-86 (Bb1-D6)	xml	63-86 (Eb4-D6)	Instrument 1	34-70 (Bb1-Bb4)	Instrument 1
MS3	D783deutscher07	18	16	1: -2	1: 3/4	0										2019-08-09	Linux			3.3.0	34-77 (Bb1-F5)	xml	62-77 (D4-F5)	Instrument 1	34-65 (Bb1-F4)	Instrument 1
MS3	D783deutscher08	18	16	1: -3	1: 3/4	0										2019-08-09	Linux			3.3.0	46-87 (Bb2-Eb6)	xml	62-87 (D4-Eb6)	Instrument 1	46-68 (Bb2-Ab4)	Instrument 1
MS3	D783deutscher09	18	16	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	31-89 (G1-F6)	xml	59-89 (B3-F6)	Instrument 1	31-62 (G1-D4)	Instrument 1
MS3	D783deutscher10	26	24	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	34-81 (Bb1-A5)	xml	62-81 (D4-A5)	Instrument 1	34-68 (Bb1-G#4)	Instrument 1
MS3	D783deutscher11	18	16	1: 1	1: 3/4	0										2019-08-09	Linux			3.3.0	38-91 (D2-G6)	xml	62-91 (D4-G6)	Instrument 1	38-72 (D2-C5)	Instrument 1
MS3	D783deutscher12	17	16	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	43-77 (G2-F5)	xml	59-77 (B3-F5)	Instrument 1	43-60 (G2-C4)	Instrument 1
MS3	D783deutscher13	18	16	1: 0	1: 3/4	0										2019-08-09	Linux			3.3.0	48-88 (C3-E6)	xml	64-88 (E4-E6)	Instrument 1	48-65 (C3-F4)	Instrument 1
MS3	D783deutscher14	18	16	1: -4, 10: -1	1: 3/4	0										2019-08-09	Linux			3.3.0	39-86 (Eb2-D6)	xml	67-86 (G4-D6)	Instrument 1	39-67 (Eb2-G4)	Instrument 1
MS3	D783deutscher15	18	16	1: -4	1: 3/4	0										2019-08-09	Linux			3.3.0	36-77 (C2-F5)	xml	60-77 (C4-F5)	Instrument 1	36-65 (C2-F4)	Instrument 1
MS3	D783deutscher16	18	16	1: -1	1: 3/4	0										2019-08-09	Linux			3.3.0	32-81 (Ab1-A5)	xml	60-81 (C4-A5)	Instrument 1	32-61 (Ab1-Db4)	Instrument 1
MS3	D783ecossaise01	16	16	1: 2	1: 2/4	0	Franz Schubert	2 Ecossaises							Public Domain (PianoXML typeset) | 18 German Dances and Ecossaises Op. 33 (D.783) - 1824	2017-05-13	Apple Macintosh			3.3.0	31-86 (G1-D6)		62-86 (D4-D6)	Piano	31-66 (G1-F#4)	Piano
MS3	D783ecossaise02	16	16	1: 2	1: 2/4	0	Franz Schubert	2 Ecossaises							Public Domain (PianoXML typeset) | 18 German Dances and Ecossaises Op. 33 (D.783) - 1824	2017-05-13	Apple Macintosh			3.3.0	42-83 (F#2-B5)		57-83 (A3-B5)	Piano	42-69 (F#2-A4)	Piano
MS3	D790ländler01	53	52	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	29-78 (F1-F#5)	xml	54-78 (F#3-F#5)	Midi_1	29-64 (F1-E4)	Midi_1
MS3	D790ländler02	24	24	1: 3	1: 3/4	0										2019-08-09	Linux			3.3.0	29-86 (E#1-D6)	xml	57-86 (A3-D6)	Midi_1	29-62 (E#1-D4)	Midi_1
MS3	D790ländler03	18	16	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	45-85 (A2-C#6)	xml	66-85 (F#4-C#6)	Midi_1	45-73 (A2-C#5)	Midi_1
MS3	D790ländler04	18	16	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	42-83 (F#2-B5)	xml	61-83 (C#4-B5)	Midi_1	42-71 (F#2-B4)	Midi_1
MS3	D790ländler05	26	24	1: 2	1: 3/4	0										2019-08-09	Linux			3.3.0	37-81 (C#2-A5)	xml	61-81 (C#4-A5)	Midi_1	37-62 (C#2-D4)	Midi_1
MS3	D790ländler06	26	24	1: 5	1: 3/4	0										2019-08-09	Linux			3.3.0	30-88 (F#1-E6)	xml	59-88 (B3-E6)	Midi_1	30-64 (F#1-E4)	Midi_1
MS3	D790ländler07	34	32	1: -4	1: 3/4	0										2019-08-09	Linux			3.3.0	29-80 (F1-Ab5)	xml	51-80 (Eb3-Ab5)	Midi_1	29-61 (F1-Db4)	Midi_1
MS3	D790ländler08	34	32	1: -7	1: 3/4	0										2019-08-09	Linux			3.3.0	33-80 (Bbb1-Ab5)	xml	61-80 (Db4-Ab5)	Midi_1	33-68 (Bbb1-Ab4)	Midi_1
MS3	D790ländler09	18	16	1: 5	1: 3/4	0										2019-08-09	Linux			3.3.0	42-92 (F#2-G#6)	xml	69-92 (G##4-G#6)	Midi_1	42-71 (F#2-B4)	Midi_1
MS3	D790ländler10	18	16	1: 5	1: 3/4	0										2019-08-09	Linux			3.3.0	39-87 (D#2-D#6)	xml	66-87 (F#4-D#6)	Midi_1	39-64 (D#2-E4)	Midi_1
MS3	D790ländler11	18	16	1: -4	1: 3/4	0										2019-08-09	Linux			3.3.0	44-82 (Ab2-Bb5)	xml	65-82 (F4-Bb5)	Midi_1	44-65 (Ab2-F4)	Midi_1
MS3	D790ländler12	24	22	1: 4	1: 3/4	0										2019-08-09	Linux			3.3.0	35-73 (B1-C#5)	xml	56-73 (G#3-C#5)	Midi_1	35-49 (B1-C#3)	Midi_1
MS3	D816ecossaise01	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 1								2019-10-11	Linux			3.3.0	33-86 (A1-D6)		61-86 (C#4-D6)	Piano	33-64 (A1-E4)	Piano
MS3	D816ecossaise02	16	16	1: 2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 2								2019-10-11	Linux			3.3.0	45-93 (A2-A6)		61-93 (C#4-A6)	Piano	45-67 (A2-G4)	Piano
MS3	D816ecossaise03	16	16	1: -2	1: 2/4	0	Franz Schubert	Ecossaise Nr. 3								2019-10-11	Linux			3.3.0	29-79 (F1-G5)		58-79 (Bb3-G5)	Piano	29-58 (F1-Bb3)	Piano
MS3	D820deutscher01	18	16	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 1								2019-10-11	Linux			3.3.0	51-95 (Eb3-Cb7)		67-95 (G4-Cb7)	Piano	51-71 (Eb3-Cb5)	Piano
MS3	D820deutscher02	35	32	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 2								2019-10-12	Linux			3.3.0	46-95 (Bb2-Cb7)		65-95 (F4-Cb7)	Piano	46-71 (Bb2-Cb5)	Piano
MS3	D820deutscher03	35	32	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 3								2019-10-12	Linux			3.3.0	49-95 (Db3-Cb7)		67-95 (G4-Cb7)	Piano	49-71 (Db3-Cb5)	Piano
MS3	D820deutscher04	26	24	1: -2	1: 3/4	0	Franz Schubert	Deutscher Nr. 4								2019-10-12	Linux			3.3.0	29-79 (F1-G5)		53-79 (F3-G5)	Piano	29-63 (F1-Eb4)	Piano
MS3	D820deutscher05	43	40	1: -2	1: 3/4	0	Franz Schubert	Deutscher Nr. 5								2019-10-12	Linux			3.3.0	29-91 (F1-G6)		53-91 (F3-G6)	Piano	29-63 (F1-Eb4)	Piano
MS3	D820deutscher06	51	48	1: -2	1: 3/4	0	Franz Schubert	Deutscher Nr. 6								2019-10-12	Linux			3.3.0	29-79 (F1-G5)		53-79 (F3-G5)	Piano	29-63 (F1-Eb4)	Piano
MS3	D841deutscher01	18	16	1: -1	1: 3/4	0	Franz Schubert	Deutscher Tanz Nr. 1								2019-10-13	Linux			3.3.0	36-77 (C2-F5)		57-77 (A3-F5)	Piano	36-60 (C2-C4)	Piano
MS3	D841deutscher02	18	16	1: 1	1: 3/4	0	Franz Schubert	Deutscher Tanz Nr. 2								2019-10-13	Linux			3.3.0	33-79 (A1-G5)		54-79 (F#3-G5)	Piano	33-50 (A1-D3)	Piano
MS3	D844walzer01	18	16	1: 1	1: 3/4	0	Franz Schubert	Walzer								2019-10-13	Linux			3.3.0	38-76 (D2-E5)		58-76 (A#3-E5)	Piano	38-59 (D2-B3)	Piano
MS3	D924walzer01	25	24	1: 4	1: 3/4	0	Franz Schubert	Walzer Nr. 1								2019-10-13	Linux			3.3.0	45-95 (A2-B6)		71-95 (B4-B6)	Piano	45-69 (A2-A4)	Piano
MS3	D924walzer02	18	16	1: 4	1: 3/4	0	Franz Schubert	Walzer Nr. 2								2019-10-13	Linux			3.3.0	47-92 (B2-G#6)		66-92 (F#4-G#6)	Piano	47-69 (B2-A4)	Piano
MS3	D924walzer03	18	16	1: 4	1: 3/4	0	Franz Schubert	Walzer Nr. 3								2019-10-13	Linux			3.3.0	42-95 (F#2-B6)		68-95 (G#4-B6)	Piano	42-69 (F#2-A4)	Piano
MS3	D924walzer04	26	24	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 4								2019-10-13	Linux			3.3.0	40-93 (E2-A6)		61-93 (C#4-A6)	Piano	40-71 (E2-B4)	Piano
MS3	D924walzer05	18	16	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 5								2019-10-13	Linux			3.3.0	50-95 (D3-B6)		69-95 (A4-B6)	Piano	50-71 (D3-B4)	Piano
MS3	D924walzer06	16	16	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 6								2019-10-13	Linux			3.3.0	49-90 (C#3-F#6)		72-90 (B#4-F#6)	Piano	49-71 (C#3-B4)	Piano
MS3	D924walzer07	20	16	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 7								2019-10-13	Linux			3.3.0	40-93 (E2-A6)		64-93 (E4-A6)	Piano	40-65 (E2-F4)	Piano
MS3	D924walzer08	24	24	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 8								2019-10-13	Linux			3.3.0	38-93 (D2-A6)		69-93 (A4-A6)	Piano	38-71 (D2-B4)	Piano
MS3	D924walzer09	16	16	1: 0	1: 3/4	0	Franz Schubert	Waltz in A Minor							Public Domain (PianoXML typeset)	2019-08-09	Linux			3.3.0	40-93 (E2-A6)	mxl	64-93 (E4-A6)	Piano	40-65 (E2-F4)	Piano
MS3	D924walzer10	44	44	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 10								2019-10-13	Linux			3.3.0	45-95 (A2-B6)		67-95 (G4-B6)	Piano	45-74 (A2-D5)	Piano
MS3	D924walzer11	24	24	1: 1	1: 3/4	0	Franz Schubert	Walzer Nr. 11								2019-10-13	Linux			3.3.0	50-96 (D3-C7)		71-96 (B4-C7)	Piano	50-74 (D3-D5)	Piano
MS3	D924walzer12	48	48	1: 4	1: 3/4	0	Franz Schubert	Grazer Walzer Nr. 12								2019-10-01	Linux			3.3.0	42-95 (F#2-B6)		68-95 (G#4-B6)	Piano	42-69 (F#2-A4)	Piano
MS3	D925galopp01a	26	24	1: 0	1: 2/4	0	Franz Schubert	Grazer Galopp								2019-10-01	Linux			3.3.0	43-86 (G2-D6)		64-86 (E4-D6)	Piano	43-67 (G2-G4)	Piano
MS3	D925trio01b	51	48	1: 1, 27: 0	1: 2/4	0	Franz Schubert	Grazer Galopp								2019-10-01	Linux			3.3.0	43-91 (G2-G6)		64-91 (E4-G6)	Piano	43-69 (G2-A4)	Piano
MS3	D969walzer01	18	16	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 1								2019-09-22	Linux			3.3.0	31-89 (G1-F6)		60-89 (C4-F6)	Piano	31-67 (G1-G4)	Piano
MS3	D969walzer02	19	16	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 2								2019-09-22	Linux			3.3.0	40-93 (E2-A6)		61-93 (C#4-A6)	Piano	40-62 (E2-D4)	Piano
MS3	D969walzer03	59	58	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 3								2019-09-21	Linux			3.3.0	29-93 (F1-A6)		59-93 (B3-A6)	Piano	29-60 (F1-C4)	Piano
MS3	D969walzer04	26	24	1: 1	1: 3/4	0	Franz Schubert	Walzer Nr. 4								2019-09-21	Linux			3.3.0	45-95 (A2-B6)		66-95 (F#4-B6)	Piano	45-69 (A2-A4)	Piano
MS3	D969walzer05	34	32	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 5								2019-09-21	Linux			3.3.0	31-91 (G1-G6)		56-91 (G#3-G6)	Piano	31-67 (G1-G4)	Piano
MS3	D969walzer06	18	16	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 6								2019-09-21	Linux			3.3.0	43-79 (G2-G5)		64-79 (E4-G5)	Piano	43-62 (G2-D4)	Piano
MS3	D969walzer07	26	24	1: 4	1: 3/4	0	Franz Schubert	Walzer Nr. 7								2019-09-21	Linux			3.3.0	30-95 (F#1-B6)		64-95 (E4-B6)	Piano	30-64 (F#1-E4)	Piano
MS3	D969walzer08	26	24	1: 3	1: 3/4	0	Franz Schubert	Walzer Nr. 8								2019-09-21	Linux			3.3.0	40-95 (E2-B6)		61-95 (C#4-B6)	Piano	40-66 (E2-F#4)	Piano
MS3	D969walzer09	37	36	1: 0	1: 3/4	0										2019-08-04	Linux			3.3.0	29-93 (F1-A6)		57-93 (A3-A6)	Piano	29-65 (F1-F4)	Piano
MS3	D969walzer10	18	16	1: -1	1: 3/4	0	Franz Schubert	Walzer Nr. 10								2019-09-21	Linux			3.3.0	43-84 (G2-C6)		64-84 (E4-C6)	Piano	43-69 (G2-A4)	Piano
MS3	D969walzer11	18	16	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 11								2019-09-15	Linux			3.3.0	41-84 (F2-C6)		64-84 (E4-C6)	Piano	41-67 (F2-G4)	Piano
MS3	D969walzer12	38	36	1: 0	1: 3/4	0	Franz Schubert	Walzer Nr. 12								2019-09-14	Linux			3.3.0	31-93 (G1-A6)		55-93 (G3-A6)	Piano	31-67 (G1-G4)	Piano
MS3	D970deutscher01	18	16	1: -3	1: 3/4	0	Franz Schubert	Deutscher Nr. 1								2019-09-14	Linux			3.3.0	43-94 (G2-Bb6)		67-94 (G4-Bb6)	Piano	43-68 (G2-Ab4)	Piano
MS3	D970deutscher02	18	16	1: -3	1: 3/4	0	Franz Schubert	Deutscher Nr. 2								2019-09-14	Linux			3.3.0	48-94 (C3-Bb6)		65-94 (F4-Bb6)	Piano	48-68 (C3-Ab4)	Piano
MS3	D970deutscher03	16	16	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 3								2019-09-14	Linux			3.3.0	44-92 (Ab2-Ab6)		68-92 (Ab4-Ab6)	Piano	44-68 (Ab2-Ab4)	Piano
MS3	D970deutscher04	16	16	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 4								2019-09-14	Linux			3.3.0	39-87 (Eb2-Eb6)		67-87 (G4-Eb6)	Piano	39-65 (Eb2-F4)	Piano
MS3	D970deutscher05	16	16	1: -5	1: 3/4	0	Franz Schubert	Deutscher Nr. 5								2019-09-14	Linux			3.3.0	44-92 (Ab2-Ab6)		68-92 (Ab4-Ab6)	Piano	44-66 (Ab2-Gb4)	Piano
MS3	D970deutscher06	16	16	1: -5	1: 3/4	0	Franz Schubert	Deutscher Nr. 6								2019-09-14	Linux			3.3.0	44-92 (Ab2-Ab6)		65-92 (F4-Ab6)	Piano	44-66 (Ab2-Gb4)	Piano
MS3	D971deutscher01	17	16	1: 0	1: 3/4	0	Franz Schubert	Deutscher Nr. 1								2019-09-11	Linux			3.3.0	32-89 (G#1-F6)		60-89 (C4-F6)	Piano	32-55 (G#1-G3)	Piano
MS3	D971deutscher02	26	24	1: 3	1: 3/4	0	Franz Schubert	Deutscher Nr. 2								2019-09-11	Linux			3.3.0	40-93 (E2-A6)		68-93 (G#4-A6)	Piano	40-66 (E2-F#4)	Piano
MS3	D971deutscher03	25	24	1: 4	1: 3/4	0	Franz Schubert	Deutscher Nr 3								2019-09-11	Linux			3.3.0	32-95 (G#1-B6)		60-95 (B#3-B6)	Piano	32-71 (G#1-B4)	Piano
MS3	D972deutscher01	18	16	1: -5	1: 3/4	0	Franz Schubert	Deutscher Nr. 1								2019-09-11	Linux			3.3.0	32-85 (Ab1-Db6)		63-85 (Eb4-Db6)	Piano	32-65 (Ab1-F4)	Piano
MS3	D972deutscher02	17	16	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 2								2019-09-11	Linux			3.3.0	36-77 (C2-F5)		60-77 (C4-F5)	Piano	36-61 (C2-Db4)	Piano
MS3	D972deutscher03	18	16	1: 3	1: 3/4	0	Franz Schubert	Deutscher Nr. 3								2019-09-11	Linux			3.3.0	45-83 (A2-B5)		68-83 (G#4-B5)	Piano	45-64 (A2-E4)	Piano
MS3	D973deutscher01	18	16	1: 4	1: 3/4	0	Franz Schubert	Deutscher Nr. 1								2019-09-11	Linux			3.3.0	30-83 (F#1-B5)		58-83 (A#3-B5)	Piano	30-69 (F#1-A4)	Piano
MS3	D973deutscher02	18	16	1: 4	1: 3/4	0	Franz Schubert	Deutscher Nr. 2								2019-09-11	Linux			3.3.0	32-88 (G#1-E6)		56-88 (G#3-E6)	Piano	32-68 (G#1-G#4)	Piano
MS3	D973deutscher03	18	16	1: -4	1: 3/4	0	Franz Schubert	Deutscher Nr. 3								2019-09-11	Linux			3.3.0	44-76 (Ab2-Fb5)		60-76 (C4-Fb5)	Piano	44-64 (Ab2-Fb4)	Piano
MS3	D974deutscher01	16	16	1: -5	1: 3/4	0	Franz Schubert	Deutscher Nr. 1								2019-09-11	Linux			3.3.0	29-99 (F1-Eb7)		61-99 (Db4-Eb7)	Piano	29-66 (F1-Gb4)	Piano
MS3	D974deutscher02	16	16	1: -5	1: 3/4	0	Franz Schubert	Deutscher Nr. 2								2019-09-11	Linux			3.3.0	37-90 (Db2-Gb6)		60-90 (C4-Gb6)	Piano	37-66 (Db2-Gb4)	Piano
MS3	D975deutscher01	18	16	1: 2	1: 3/4	0	Franz Schubert	Deutscher Tanz								2019-09-11	Linux			3.3.0	38-81 (D2-A5)		61-81 (C#4-A5)	Piano	38-64 (D2-E4)	Piano
MS3	D976cotillon01	26	24	1: -3	1: 3/4	0	Franz Schubert	Cotillon								2019-09-11	Linux			3.3.0	41-94 (F2-Bb6)		67-94 (G4-Bb6)	Piano	41-68 (F2-Ab4)	Piano
MS3	D977ecossaise01	16	16	1: -5	1: 2/4	0										2019-08-08	Linux			3.3.0	44-85 (Ab2-Db6)	xml	65-85 (F4-Db6)	Midi_1	44-66 (Ab2-Gb4)	Midi_1
MS3	D977ecossaise02	16	16	1: -5	1: 2/4	0										2019-08-08	Linux			3.3.0	39-82 (Eb2-Bb5)	xml	63-82 (Eb4-Bb5)	Midi_1	39-63 (Eb2-Eb4)	Midi_1
MS3	D977ecossaise03	16	16	1: -4	1: 2/4	0										2019-08-08	Linux			3.3.0	39-89 (Eb2-F6)	xml	63-89 (Eb4-F6)	Midi_1	39-75 (Eb2-Eb5)	Midi_1
MS3	D977ecossaise04	16	16	1: 5	1: 2/4	0										2019-08-08	Linux			3.3.0	35-88 (B1-E6)	xml	71-88 (B4-E6)	Midi_1	35-75 (B1-D#5)	Midi_1
MS3	D977ecossaise05	16	16	1: 2	1: 2/4	0										2019-08-08	Linux			3.3.0	42-86 (F#2-D6)	xml	69-86 (A4-D6)	Midi_1	42-64 (F#2-E4)	Midi_1
MS3	D977ecossaise06	16	16	1: 2	1: 2/4	0										2019-08-08	Linux			3.3.0	57-88 (A3-E6)	xml	71-88 (B4-E6)	Midi_1	57-74 (A3-D5)	Midi_1
MS3	D977ecossaise07	16	16	1: -2	1: 2/4	0										2019-08-08	Linux			3.3.0	46-91 (Bb2-G6)	xml	69-91 (A4-G6)	Midi_1	46-74 (Bb2-D5)	Midi_1
MS3	D977ecossaise08	19	16	1: -1	1: 2/4	0										2019-08-08	Linux			3.3.0	41-84 (F2-C6)	xml	64-84 (E4-C6)	Midi_1	41-65 (F2-F4)	Midi_1
MS3	D978walzer01	30	26	1: -4	1: 3/4	0	Franz Schubert	Walzer								2019-09-11	Linux			3.3.0	31-80 (G1-Ab5)		60-80 (C4-Ab5)	Piano	31-61 (G1-Db4)	Piano
MS3	D979walzer01	18	16	1: 1	1: 3/4	0	Franz Schubert	Walzer								2019-09-11	Linux			3.3.0	36-93 (C2-A6)		66-93 (F#4-A6)	Piano	36-60 (C2-C4)	Piano
MS3	D980walzer01	26	24	1: 1	1: 3/4	0	Franz Schubert	Walzer Nr. 1								2019-09-11	Linux			3.3.0	38-83 (D2-B5)		62-83 (D4-B5)	Piano	38-67 (D2-G4)	Piano
MS3	D980walzer02	18	16	1: 2	1: 3/4	0	Franz Schubert	Walzer Nr. 2								2019-09-11	Linux			3.3.0	30-86 (F#1-D6)		62-86 (D4-D6)	Piano	30-69 (F#1-A4)	Piano
